type,Province Name,Province Code,City Name,City Code,Area Name,Area Code
区县,福建省（闽）,350000,宁德市,350900,福安市,350981
区县,福建省（闽）,350000,宁德市,350900,福鼎市,350982
区县,福建省（闽）,350000,宁德市,350900,霞浦县,350921
区县,福建省（闽）,350000,宁德市,350900,古田县,350922
区县,福建省（闽）,350000,宁德市,350900,屏南县,350923
区县,福建省（闽）,350000,宁德市,350900,寿宁县,350924
区县,福建省（闽）,350000,宁德市,350900,周宁县,350925
区县,福建省（闽）,350000,宁德市,350900,柘荣县,350926
省份,江西省（赣）,360000
城市,江西省（赣）,360000,南昌市,360100
区县,江西省（赣）,360000,南昌市,360100,红谷滩区,360113
区县,江西省（赣）,360000,南昌市,360100,东湖区,360102
区县,江西省（赣）,360000,南昌市,360100,西湖区,360103
区县,江西省（赣）,360000,南昌市,360100,青云谱区,360104
区县,江西省（赣）,360000,南昌市,360100,青山湖区,360111
区县,江西省（赣）,360000,南昌市,360100,新建区,360112
区县,江西省（赣）,360000,南昌市,360100,南昌县,360121
区县,江西省（赣）,360000,南昌市,360100,安义县,360123
区县,江西省（赣）,360000,南昌市,360100,进贤县,360124
城市,江西省（赣）,360000,景德镇市,360200
区县,江西省（赣）,360000,景德镇市,360200,昌江区,360202
区县,江西省（赣）,360000,景德镇市,360200,珠山区,360203
区县,江西省（赣）,360000,景德镇市,360200,乐平市,360281
区县,江西省（赣）,360000,景德镇市,360200,浮梁县,360222
城市,江西省（赣）,360000,萍乡市,360300
区县,江西省（赣）,360000,萍乡市,360300,安源区,360302
区县,江西省（赣）,360000,萍乡市,360300,湘东区,360313
区县,江西省（赣）,360000,萍乡市,360300,莲花县,360321
区县,江西省（赣）,360000,萍乡市,360300,上栗县,360322
区县,江西省（赣）,360000,萍乡市,360300,芦溪县,360323
城市,江西省（赣）,360000,九江市,360400
区县,江西省（赣）,360000,九江市,360400,浔阳区,360403
